ResponseId,Duration (in seconds),showdata,Q-demos-age,Q-demos-gender,Q-demos-hispanic,Q-demos-race,Q-demos-income,Q-demos-state,Q-share-browser-data,Q-perceptions-1,Q-perceptions-2,source
R_5FzaGr3rLMt6TPl,57,true,18 - 24 years,Male,No,White or Caucasian,"$150,000 or more",Texas,Consent to share,Neutral ,Strongly agree,PROLIFIC
R_5FzilWvvMcvKYUH,151,true,55 - 64 years,Male,No,Black or African American,"$100,000 - $149,999",New York,Consent to share,Somewhat agree ,Somewhat disagree ,PROLIFIC
R_5G1kEMdzhOLhOZb,113,false,35 - 44 years,Male,Yes,White or Caucasian,"$50,000 - $74,999",Florida,Consent to share,Strongly agree,Strongly agree,PROLIFIC
R_5G2lcraSRFfvcyz,33,false,35 - 44 years,Male,No,White or Caucasian,"$75,000 - $99,999",Kansas,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5G2nVjs7fq5dbeL,109,true,25 - 34 years,Male,No,White or Caucasian,"$150,000 or more",New York,Consent to share,Somewhat disagree ,Neutral ,PROLIFIC
R_5G375YbG9ozvhUR,23,false,25 - 34 years,Male,No,White or Caucasian,"$50,000 - $74,999",Florida,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5G4uhAMx32uDOgN,72,false,35 - 44 years,Male,No,White or Caucasian,"$100,000 - $149,999",Colorado,Decline,Somewhat disagree ,Neutral ,PROLIFIC
R_5G6Fd1Rv9683iMN,43,true,25 - 34 years,Female,No,White or Caucasian,"Less than $25,000",Washington,Consent to share,Somewhat disagree ,Strongly disagree ,PROLIFIC
R_5G6QFh3lk4Y8Fdi,37,false,18 - 24 years,Female,No,White or Caucasian,"Less than $25,000",California,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5G70yLkvfxEdkp8,263,true,35 - 44 years,Female,No,White or Caucasian,"$100,000 - $149,999",Texas,Decline,Strongly disagree ,Somewhat agree ,PROLIFIC
R_5G7Wb0fZJT6zYwG,63,false,45 - 54 years,Male,No,White or Caucasian,"$100,000 - $149,999",Illinois,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5G7cUhz0a1eBI77,48,true,18 - 24 years,Female,Yes,"Asian,Native Hawaiian or Other Pacific Islander","$25,000 - $49,999",Hawaii,Consent to share,Neutral ,Somewhat agree ,PROLIFIC
R_5G7jnvXxqZwNxpn,72,false,25 - 34 years,Male,No,White or Caucasian,"$100,000 - $149,999",Texas,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_5G80tGTKP1De0sC,59,false,35 - 44 years,Male,No,Asian,"$25,000 - $49,999",New Jersey,Decline,Somewhat disagree ,Strongly agree,PROLIFIC
R_5G8NYuJznBrVSHe,77,false,45 - 54 years,Male,No,Black or African American,"$100,000 - $149,999",Indiana,Consent to share,Strongly disagree ,Neutral ,PROLIFIC
R_5GB8nMjYsP8jCVZ,171,false,35 - 44 years,Female,No,White or Caucasian,"Less than $25,000",West Virginia,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5GBIt3gMJpHG7LB,51,true,25 - 34 years,Female,No,White or Caucasian,"Less than $25,000",Washington,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5GFyiakoertCuu5,101,false,35 - 44 years,Female,No,Black or African American,"$25,000 - $49,999",North Carolina,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_5GH40vYAmxhZTjB,90,true,65 or older,Male,No,White or Caucasian,"$25,000 - $49,999",Ohio,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_5GHyQIfGyEMQI92,115,false,35 - 44 years,Female,No,White or Caucasian,"$100,000 - $149,999",Tennessee,Consent to share,Neutral ,Somewhat agree ,PROLIFIC
R_5GHzMMS0HnRow3T,42,false,25 - 34 years,Female,No,White or Caucasian,"$50,000 - $74,999",Kentucky,Consent to share,Somewhat disagree ,Strongly agree,PROLIFIC
R_5GREMT5kZvM1v2N,73,false,35 - 44 years,Female,No,White or Caucasian,"Less than $25,000",Utah,Consent to share,Neutral ,Somewhat agree ,PROLIFIC
R_5GU0RCYAENg9KNC,97,true,45 - 54 years,Female,No,White or Caucasian,"Less than $25,000",Missouri,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_5GUoJsIUPsMSUFM,39,false,25 - 34 years,Male,No,Asian,"$150,000 or more",Illinois,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_5GcEcA3gn2F7Y4x,91,false,65 or older,Male,No,White or Caucasian,"$50,000 - $74,999",Texas,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_5GfBtuh2h8o490J,82,false,25 - 34 years,Female,No,White or Caucasian,"Less than $25,000",North Carolina,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_5GfS1SrhhvP7kzK,66,true,45 - 54 years,Female,No,Black or African American,"$25,000 - $49,999",District of Columbia,Consent to share,Somewhat disagree ,Neutral ,PROLIFIC
R_5Gk7eoogqRvLeh1,39,false,25 - 34 years,Female,No,Asian,"$150,000 or more",New York,Decline,Somewhat disagree ,Somewhat disagree ,PROLIFIC
R_5GlhUBFpViJ9pRP,77,false,25 - 34 years,Male,No,White or Caucasian,"$50,000 - $74,999",California,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_5GmIQDxKwEA25Gh,103,false,25 - 34 years,Female,No,"White or Caucasian,Black or African American","$75,000 - $99,999",Pennsylvania,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5GoYtlS4AattAbU,54,true,25 - 34 years,Female,No,White or Caucasian,"$150,000 or more",New York,Decline,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_5Gpww1Jb772WWtW,137,true,65 or older,Female,Yes,White or Caucasian,"Less than $25,000",Kentucky,Consent to share,Strongly disagree ,Somewhat agree ,PROLIFIC
R_5GqyeSx9C2fNMEf,73,true,18 - 24 years,Female,No,White or Caucasian,"$75,000 - $99,999",Alabama,Consent to share,Strongly disagree ,Somewhat agree ,PROLIFIC
R_5GrZ47trwYb83kJ,102,true,18 - 24 years,Female,No,White or Caucasian,"Less than $25,000",Iowa,Consent to share,Somewhat agree ,Neutral ,PROLIFIC
R_5GtkD5yB0b754RP,601,true,18 - 24 years,Male,No,Black or African American,"$25,000 - $49,999",Ohio,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_5GuCQccdOoC5s0M,70,true,45 - 54 years,Male,No,Black or African American,"$150,000 or more",Maryland,Consent to share,Strongly agree,Somewhat agree ,PROLIFIC
R_5Gv7oGJVYzJ9iSe,183,true,25 - 34 years,Female,No,Asian,"$150,000 or more",Texas,Decline,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5GvxCTXc1nhoIaB,53,false,55 - 64 years,Female,No,Other,"$150,000 or more",Indiana,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5Gvyy19dy8Cr1Hs,138,false,65 or older,Female,No,White or Caucasian,"$50,000 - $74,999",Florida,Consent to share,Neutral ,Strongly agree,PROLIFIC
R_5Gx0b8qavkFtqWO,60,false,55 - 64 years,Male,No,White or Caucasian,"$25,000 - $49,999",Georgia,Consent to share,Strongly agree,Strongly agree,PROLIFIC
R_5GxGoL7CrR7CqXx,55,false,25 - 34 years,Male,No,Asian,"$75,000 - $99,999",California,Decline,Neutral ,Strongly agree,PROLIFIC
R_5GxsAGrEIW8Oq9X,51,false,25 - 34 years,Male,No,White or Caucasian,"$25,000 - $49,999",Idaho,Consent to share,Somewhat agree ,Neutral ,PROLIFIC
R_5GzEtqGVj7FFuyB,51,true,35 - 44 years,Female,No,"White or Caucasian,American Indian/Native American or Alaska Native","$75,000 - $99,999",Arkansas,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5H0OXVOjzscBUgQ,64,false,35 - 44 years,Female,No,Black or African American,"Less than $25,000",Missouri,Decline,Strongly disagree ,Neutral ,PROLIFIC
R_5H3xCGfNahg8eI1,77,false,18 - 24 years,Female,Yes,White or Caucasian,"$25,000 - $49,999",Florida,Decline,Strongly disagree ,Strongly agree,PROLIFIC
R_5H6OJY9U9qPw16w,45,false,45 - 54 years,Male,No,White or Caucasian,"$25,000 - $49,999",Rhode Island,Decline,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5H6uqD5gPGQj0Lk,100,true,55 - 64 years,Female,No,Asian,"$75,000 - $99,999",Massachusetts,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_5H7B2LmghZJS30J,35,false,18 - 24 years,Male,No,White or Caucasian,"$50,000 - $74,999",Georgia,Decline,Strongly disagree ,Neutral ,PROLIFIC
R_5H88iHQSGj7W2Ih,64,true,18 - 24 years,Male,Yes,Black or African American,"$25,000 - $49,999",Georgia,Consent to share,Somewhat agree ,Neutral ,PROLIFIC
R_5HAGGKvCNz3Lrgl,45,false,18 - 24 years,Male,No,Asian,"$25,000 - $49,999",California,Consent to share,Somewhat agree ,Somewhat disagree ,PROLIFIC
R_5HAZl9F3mTAdr8J,43,false,35 - 44 years,Male,No,White or Caucasian,"$150,000 or more",California,Consent to share,Strongly disagree ,Strongly disagree ,PROLIFIC
R_5HB5s7By79bvVT8,41,true,18 - 24 years,Female,Yes,White or Caucasian,"$75,000 - $99,999",Florida,Consent to share,Neutral ,Strongly agree,PROLIFIC
R_5HCjIIfL0LSrAZ3,49,true,25 - 34 years,Male,No,Asian,"$100,000 - $149,999",California,Consent to share,Somewhat agree ,Somewhat disagree ,PROLIFIC
R_5HIiPinjTufDmGZ,94,true,35 - 44 years,Male,No,White or Caucasian,"$150,000 or more",South Carolina,Consent to share,Strongly disagree ,Somewhat agree ,PROLIFIC
R_5HIjc03nTuDXxzS,63,false,25 - 34 years,Female,No,White or Caucasian,"$50,000 - $74,999",Pennsylvania,Consent to share,Neutral ,Neutral ,PROLIFIC
R_5HLFifGcdQAoqjH,200,false,25 - 34 years,Female,No,Black or African American,"$100,000 - $149,999",Texas,Consent to share,Somewhat disagree ,Neutral ,PROLIFIC
R_5HN4A0N03fQ1ksI,169,false,45 - 54 years,Male,No,Black or African American,"$75,000 - $99,999",Arizona,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5HOkI2SmqyxOqwX,52,true,55 - 64 years,Female,No,White or Caucasian,"$25,000 - $49,999",North Carolina,Decline,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5HOyYvIGXnDzu0N,58,false,25 - 34 years,Male,No,White or Caucasian,"$100,000 - $149,999",New Jersey,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_5HOz3sWI4gKYvJj,418,false,65 or older,Male,No,Black or African American,"$75,000 - $99,999",Michigan,Consent to share,Neutral ,Neutral ,PROLIFIC
R_5HSR0RZYqQn7pU7,59,false,35 - 44 years,Male,No,White or Caucasian,"$150,000 or more",Utah,Consent to share,Somewhat agree ,Neutral ,PROLIFIC
R_5HTa6ABew1OFURj,55,true,25 - 34 years,Female,No,White or Caucasian,"Less than $25,000",Oregon,Consent to share,Somewhat agree ,Somewhat disagree ,PROLIFIC
R_5HUBICIUcRZZHDr,111,true,45 - 54 years,Male,Yes,Black or African American,"$25,000 - $49,999",Florida,Decline,Neutral ,Neutral ,PROLIFIC
R_5HWivn9Ofb573oJ,87,false,25 - 34 years,Male,No,White or Caucasian,"$25,000 - $49,999",Texas,Consent to share,Strongly disagree ,Strongly agree,PROLIFIC
R_5HYpAGW46LuIDh7,49,true,25 - 34 years,Female,No,White or Caucasian,"$50,000 - $74,999",Missouri,Consent to share,Strongly disagree ,Strongly agree,PROLIFIC
R_5Hc5mFlNlweUl67,314,true,25 - 34 years,Female,No,White or Caucasian,"$75,000 - $99,999",Florida,Consent to share,Somewhat agree ,Neutral ,PROLIFIC
R_5Hhk1I6lp12uTzS,89,true,35 - 44 years,Female,No,"White or Caucasian,American Indian/Native American or Alaska Native","$25,000 - $49,999",Texas,Consent to share,Neutral ,Somewhat agree ,PROLIFIC
R_5Hi6n3KetkXJtbl,53,false,35 - 44 years,Female,No,White or Caucasian,"$50,000 - $74,999",New York,Decline,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_5HieEuhLnzGDdeh,69,false,35 - 44 years,Female,No,"White or Caucasian,Black or African American","$100,000 - $149,999",New York,Decline,Somewhat disagree ,Neutral ,PROLIFIC
R_5HivoRIMzaDUO4i,317,true,18 - 24 years,Female,No,White or Caucasian,"$25,000 - $49,999",Florida,Consent to share,Somewhat agree ,Neutral ,PROLIFIC
R_5HkBQOqaKYJ1ZUR,44,true,25 - 34 years,Male,Yes,Other,"$50,000 - $74,999",California,Decline,Somewhat agree ,Strongly agree,PROLIFIC
R_5Hn9hSvVmKm5nMX,54,false,25 - 34 years,Female,Yes,White or Caucasian,"$100,000 - $149,999",Missouri,Decline,Strongly disagree ,Somewhat agree ,PROLIFIC
R_5HnP3k27KMRutY9,101,true,18 - 24 years,Other,No,White or Caucasian,"$25,000 - $49,999",Texas,Consent to share,Somewhat agree ,Strongly disagree ,PROLIFIC
R_5Ho7tLT1AIsJWhE,45,true,25 - 34 years,Female,No,Asian,"$100,000 - $149,999",Washington,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_5HoGzfuF7Q5pF9h,54,true,35 - 44 years,Female,No,White or Caucasian,"$25,000 - $49,999",Ohio,Decline,Strongly agree,Strongly agree,PROLIFIC
R_5HtYwNduHp8xp2a,60,false,25 - 34 years,Female,Yes,Other,"$25,000 - $49,999",Illinois,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5HummsLXQcIwRKF,52,true,55 - 64 years,Female,No,White or Caucasian,"Less than $25,000",Florida,Decline,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_5HvOF1JfSH3IuOm,53,true,65 or older,Female,No,White or Caucasian,"$50,000 - $74,999",Florida,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5Hz63LpPpWT2F1v,56,false,18 - 24 years,Female,No,White or Caucasian,"$50,000 - $74,999",Texas,Consent to share,Strongly disagree ,Neutral ,PROLIFIC
R_5HzvnxetqicSA50,32,true,35 - 44 years,Male,No,White or Caucasian,"$100,000 - $149,999",Texas,Consent to share,Somewhat agree ,Neutral ,PROLIFIC
R_5I0kbF0FK85BNvM,89,false,65 or older,Female,No,White or Caucasian,"$25,000 - $49,999",Florida,Decline,Somewhat agree ,Strongly agree,PROLIFIC
R_5I3PV5kkYtVanYi,143,true,45 - 54 years,Female,Yes,Other,"$25,000 - $49,999",Arizona,Consent to share,Somewhat disagree ,Strongly agree,PROLIFIC
R_5I3iHgGzscx30BR,50,false,18 - 24 years,Male,No,"White or Caucasian,Black or African American","Less than $25,000",Texas,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_5I4PyBaE7YJpdNI,60,true,45 - 54 years,Male,No,White or Caucasian,"$50,000 - $74,999",Pennsylvania,Decline,Somewhat agree ,Strongly agree,PROLIFIC
R_5I9U17cvVIyX6N8,54,false,25 - 34 years,Female,No,White or Caucasian,"$150,000 or more",Pennsylvania,Decline,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_5IAHHixeo7dOKgP,51,true,35 - 44 years,Male,No,White or Caucasian,"$25,000 - $49,999",Georgia,Consent to share,Neutral ,Neutral ,PROLIFIC
R_5IB4PnZwLgbrP74,203,true,45 - 54 years,Male,No,White or Caucasian,"$100,000 - $149,999",Pennsylvania,Decline,Strongly agree,Strongly agree,PROLIFIC
R_5IE32kDzKBxQotu,41,false,18 - 24 years,Other,No,White or Caucasian,"$75,000 - $99,999",Michigan,Consent to share,Strongly agree,Neutral ,PROLIFIC
R_5IE4YJHbJOImRu7,2146,false,25 - 34 years,Male,No,White or Caucasian,"$150,000 or more",Massachusetts,Consent to share,Strongly agree,Somewhat agree ,COLLEAGUE
R_5IEmg5c1rvKAkPv,48,false,25 - 34 years,Male,No,Asian,"Less than $25,000",Florida,Consent to share,Strongly disagree ,Somewhat disagree ,PROLIFIC
R_5IFNhb9NiOSEGfh,47,false,25 - 34 years,Male,No,Black or African American,"$25,000 - $49,999",Pennsylvania,Decline,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5IGOJkeixBHaiSB,36,false,18 - 24 years,Male,No,White or Caucasian,"$50,000 - $74,999",Florida,Consent to share,Somewhat disagree ,Neutral ,PROLIFIC
R_5IGh5zjLj2SwWPK,185,false,25 - 34 years,Female,No,"White or Caucasian,Asian","$50,000 - $74,999",California,Consent to share,Somewhat disagree ,Neutral ,PROLIFIC
R_5IGy2czlMzY11V5,113,false,18 - 24 years,Male,Yes,White or Caucasian,"$50,000 - $74,999",Tennessee,Decline,Somewhat agree ,Somewhat disagree ,PROLIFIC
R_5IHtDOWCQQ9ewmG,699,false,35 - 44 years,Female,No,White or Caucasian,"$50,000 - $74,999",Arkansas,Consent to share,Somewhat agree ,Somewhat disagree ,PROLIFIC
R_5IHuGJi0QtzJQJY,43,false,25 - 34 years,Female,No,"White or Caucasian,American Indian/Native American or Alaska Native","$75,000 - $99,999",Oklahoma,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5IJy0tqoDKYYRIB,56,false,35 - 44 years,Female,No,Black or African American,"$150,000 or more",Delaware,Consent to share,Neutral ,Somewhat agree ,PROLIFIC
R_5IMFQlN8Qo4Nrm5,79,true,35 - 44 years,Female,No,Asian,"$150,000 or more",California,Decline,Strongly disagree ,Neutral ,PROLIFIC
R_5IMfjRGds7SMU70,129,false,45 - 54 years,Male,No,White or Caucasian,"$100,000 - $149,999",Florida,Decline,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_5INp479yAvajS61,48,true,25 - 34 years,Male,No,White or Caucasian,"$75,000 - $99,999",Florida,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5INt0EUrvVhM2zG,104,true,45 - 54 years,Female,No,White or Caucasian,"Less than $25,000",Utah,Consent to share,Neutral ,Strongly agree,PROLIFIC
R_5IOrG3hTXPuRF7j,55,true,25 - 34 years,Female,No,White or Caucasian,"$25,000 - $49,999",Illinois,Consent to share,Strongly disagree ,Somewhat agree ,PROLIFIC
R_5IPLlpr7NrqDz4W,49,true,18 - 24 years,Male,No,Asian,"Less than $25,000",Washington,Consent to share,Strongly disagree ,Somewhat agree ,PROLIFIC
R_5IQVljmuzgr7dyV,82,true,18 - 24 years,Male,No,"American Indian/Native American or Alaska Native,Other","$25,000 - $49,999",Nevada,Consent to share,Strongly disagree ,Strongly agree,PROLIFIC
R_5IRFKZFR97Xfp6q,118,true,35 - 44 years,Female,No,Black or African American,"$25,000 - $49,999",New Jersey,Decline,Somewhat agree ,Strongly disagree ,PROLIFIC
R_5ITaAjET3AEM1Ey,35,false,18 - 24 years,Male,No,Black or African American,"Less than $25,000",California,Consent to share,Somewhat disagree ,Strongly disagree ,PROLIFIC
R_5ITbNP9gtv6HOXk,39,false,25 - 34 years,Female,No,White or Caucasian,"$150,000 or more",Arkansas,Consent to share,Somewhat disagree ,Neutral ,PROLIFIC
R_5IUFI9oHCco1fq1,78,true,45 - 54 years,Female,No,White or Caucasian,"$75,000 - $99,999",Minnesota,Decline,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_5IUWfMgrHsYVn1L,47,true,45 - 54 years,Female,No,Asian,"$75,000 - $99,999",Virginia,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5IWUWY2f6dYD0gW,29,true,18 - 24 years,Other,Yes,Other,"Less than $25,000",Texas,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_5IWXsdrQcrpKOPf,58,true,35 - 44 years,Male,No,White or Caucasian,"$50,000 - $74,999",New York,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_5IYRhroPABrbXdH,219,true,65 or older,Female,No,White or Caucasian,"$25,000 - $49,999",New Jersey,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_5Ia2zkIADUc2MBl,47,false,25 - 34 years,Male,No,White or Caucasian,"$150,000 or more",New Hampshire,Decline,Strongly disagree ,Somewhat disagree ,PROLIFIC
R_5IaRcUkrWyj5HFj,98,false,55 - 64 years,Female,No,White or Caucasian,"$100,000 - $149,999",Wisconsin,Decline,Somewhat disagree ,Strongly agree,PROLIFIC
R_5IarHXkkM2VGUdJ,74,true,25 - 34 years,Female,No,White or Caucasian,"$150,000 or more",New York,Decline,Somewhat agree ,Neutral ,PROLIFIC
R_5IbBaw28HfK0EFD,50,true,25 - 34 years,Female,No,Black or African American,Prefer not to say,Maryland,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5IbbnHjsuXaJHtW,194,false,45 - 54 years,Male,No,White or Caucasian,"$75,000 - $99,999",Pennsylvania,Decline,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5IcR8CZHcMbd1AH,86,false,35 - 44 years,Female,No,Asian,"$150,000 or more",Arizona,Decline,Strongly disagree ,Somewhat agree ,PROLIFIC
R_5Icy7aNpEDZP599,40,false,35 - 44 years,Male,No,White or Caucasian,"$75,000 - $99,999",Tennessee,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5IdD1GXadVwU4Fz,100,false,25 - 34 years,Other,No,White or Caucasian,"$75,000 - $99,999",Maryland,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5IdhAaiqinperx1,89,true,55 - 64 years,Female,No,White or Caucasian,"Less than $25,000",Texas,Decline,Strongly disagree ,Neutral ,PROLIFIC
R_5IhI9Tl6myjIQaR,53,false,25 - 34 years,Female,No,White or Caucasian,"Less than $25,000",Indiana,Consent to share,Neutral ,Somewhat agree ,PROLIFIC
R_5IhfoCR4JTPqDST,109,true,35 - 44 years,Female,No,Black or African American,"$75,000 - $99,999",New Jersey,Decline,Neutral ,Neutral ,PROLIFIC
R_5IiJiWOhaJaA4LH,82,true,35 - 44 years,Male,No,White or Caucasian,"$100,000 - $149,999",California,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_5IiMgrBeplRVj7C,46,false,25 - 34 years,Female,No,White or Caucasian,"$50,000 - $74,999",Florida,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_5ImOdpzghKL5Tm9,96,false,45 - 54 years,Male,No,White or Caucasian,"$75,000 - $99,999",Florida,Decline,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5Io8Hl4W09OnlQo,66,true,18 - 24 years,Female,No,White or Caucasian,"Less than $25,000",Connecticut,Consent to share,Neutral ,Somewhat agree ,PROLIFIC
R_5IoEKHAzaKLAfOp,33,false,18 - 24 years,Female,No,"White or Caucasian,Black or African American","Less than $25,000",South Carolina,Consent to share,Strongly disagree ,Somewhat agree ,PROLIFIC
R_5Iotxnh20wbvExn,37,true,25 - 34 years,Male,No,White or Caucasian,"$50,000 - $74,999",Ohio,Consent to share,Neutral ,Neutral ,PROLIFIC
R_5Ipd1O0efOspdB5,77,false,45 - 54 years,Female,Yes,Black or African American,"$25,000 - $49,999",Oklahoma,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5IrQd1JcN75j3nq,259,true,35 - 44 years,Female,No,White or Caucasian,"$100,000 - $149,999",North Carolina,Consent to share,Strongly disagree ,Somewhat disagree ,PROLIFIC
R_5ItuSFhAFVlBrSp,109,false,55 - 64 years,Male,No,White or Caucasian,"Less than $25,000",Michigan,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_5IvGkYAHYMI4UmJ,35,true,35 - 44 years,Female,No,White or Caucasian,"$150,000 or more",Kentucky,Decline,Somewhat disagree ,Neutral ,PROLIFIC
R_5IvjzRSyPaebplR,37,true,25 - 34 years,Female,No,White or Caucasian,"$25,000 - $49,999",Wisconsin,Consent to share,Strongly agree,Strongly agree,PROLIFIC
R_5IyNiyahLMC6mHy,87,true,25 - 34 years,Female,No,White or Caucasian,"$50,000 - $74,999",Washington,Decline,Somewhat agree ,Somewhat disagree ,PROLIFIC
R_5J3F2EKT69wFlYd,82,true,45 - 54 years,Female,No,Black or African American,"$150,000 or more",Utah,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
